"id_patient","redcap_repeat_instrument","redcap_repeat_instance","birthdate_patient","deathdate_patient","ssn_patient","drivers_patient","passport_patient","prefix_patient","first_patient","last_patient","suffix_patient","maiden_patient","marital_patient","race_patient","ethnicity_patient","gender_patient","birthplace_patient","address_patient","city_patient","state_patient","fips_patient","county_patient","zip_patient","lat_patient","lon_patient","healthcare_expenses_patient","healthcare_coverage_patient","income_patient","patients_complete","start_medication","stop_medication","payer_medication","encounter_medication","code_medication","description_medication","base_cost_medication","payer_coverage_medication","dispenses_medication","totalcost_medication","reasoncode_medication","reasondescription_medication","medications_complete","start_condition","stop_condition","encounter_condition","code_condition","description_condition","conditions_complete"
"8bb95b56-8ae8-1e23-19b2-23e4ceb6a425","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-03-07,NA,"daf695f0-c2dd-9f48-4f69-4c3a8c3b2d45",44054006,"Diabetes mellitus type 2 (disorder)",0
"8bc19e75-189c-c8c8-a8d3-143c92cfa35a",NA,NA,1946-01-04,NA,"999-58-2234","S99997474","X79313046X","Mr.","Ulysses632","Rowe323",NA,NA,1,"asian","Other",1,"Antelope  California  US","401 Mayert Spur","South Gippsland","Victoria",6085,"Kensington",3956,-38.77338675,145.9119412,234770.44,1003694.32,652218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8bc19e75-189c-c8c8-a8d3-143c92cfa35a","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-29 02:58:28,2016-05-29 02:58:28,"df166300-5a78-3502-a46a-832842197811","3bfa97aa-dae9-f6e6-c2d5-764099c9d0a5",106892,"insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin]",415.49,265.49,1,415.49,15777000,"Prediabetes",0,NA,NA,NA,NA,NA,NA
"8bc19e75-189c-c8c8-a8d3-143c92cfa35a","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-29 02:58:28,2017-06-04 02:58:28,"df166300-5a78-3502-a46a-832842197811","3bfa97aa-dae9-f6e6-c2d5-764099c9d0a5",1664463,"24 HR tacrolimus 1 MG Extended Release Oral Tablet",129.94,79.94,4,519.76,161665007,"History of renal transplant (situation)",0,NA,NA,NA,NA,NA,NA
"8bc19e75-189c-c8c8-a8d3-143c92cfa35a","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-29 02:58:28,2017-06-04 02:58:28,"df166300-5a78-3502-a46a-832842197811","3bfa97aa-dae9-f6e6-c2d5-764099c9d0a5",314076,"lisinopril 10 MG Oral Tablet",0.91,0,4,3.64,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"8bc19e75-189c-c8c8-a8d3-143c92cfa35a","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-29 02:58:28,2017-06-04 02:58:28,"df166300-5a78-3502-a46a-832842197811","3bfa97aa-dae9-f6e6-c2d5-764099c9d0a5",865098,"Insulin Lispro 100 UNT/ML Injectable Solution [Humalog]",313.66,263.66,12,3763.92,44054006,"Diabetes mellitus type 2 (disorder)",0,NA,NA,NA,NA,NA,NA
"8bc19e75-189c-c8c8-a8d3-143c92cfa35a","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-29,NA,"3bfa97aa-dae9-f6e6-c2d5-764099c9d0a5",44054006,"Diabetes mellitus type 2 (disorder)",0
"8bc19e75-189c-c8c8-a8d3-143c92cfa35a","conditions",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-02-02,NA,"b70755fd-b761-8481-882f-b2d72e111570",44054006,"Diabetes mellitus type 2 (disorder)",0
"8c054f8e-7657-5733-4111-4ee44411a614",NA,NA,1961-12-04,NA,"999-88-5243","S99996521","X83411814X","Mr.","Hernán834","Jaime666",NA,NA,1,"white","Other",1,"Caguas  Puerto Rico  PR","454 Gusikowski Center","Moonee Valley","Victoria",6073,"Kensington",3033,-37.74107,144.857638,10567.49,363572.14,21779,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8c054f8e-7657-5733-4111-4ee44411a614","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-16,NA,"956325be-96dc-cfcd-f7f1-0f8860ba3d9e",44054006,"Diabetes mellitus type 2 (disorder)",0
"8c4da119-e0f4-0c75-fe21-9925cf538932",NA,NA,1919-10-23,1975-01-29,"999-96-2232","S99988654","X88774979X","Mr.","Roderick835","Thompson596",NA,NA,2,"asian","Other",1,"Shanghai  Shanghai Municipality  CN","489 Smitham Harbor Suite 91","Wellington","Victoria",NA,"Alphington",3862,-37.597551,147.228456,111022.58,144610.83,153877,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8c4da119-e0f4-0c75-fe21-9925cf538932","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963-11-07,NA,"1679cea7-f810-e963-9890-7fa1debe49a8",44054006,"Diabetes mellitus type 2 (disorder)",0
"08c42b4e-b803-8491-fbd4-55c59bac862b",NA,NA,1968-03-09,NA,"999-35-7347","S99977057","X12852140X","Mr.","Arnold338","Ortiz186","JD",NA,2,"white","Other",1,"Los Angeles  California  US","314 Kub Vista","South Gippsland","Victoria",6059,"Port Melbourne",3959,-38.734636,146.066529,921501.4,797941.93,66969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08c42b4e-b803-8491-fbd4-55c59bac862b","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-08 11:58:04,2023-04-08 11:58:04,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","ef7839ce-c7e4-5ba3-4914-a30e096508a0",860975,"24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet",49.43,0,1,49.43,44054006,"Diabetes mellitus type 2 (disorder)",0,NA,NA,NA,NA,NA,NA
"08c42b4e-b803-8491-fbd4-55c59bac862b","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-08 11:58:04,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","ef7839ce-c7e4-5ba3-4914-a30e096508a0",860975,"24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet",37.14,0,11,408.54,44054006,"Diabetes mellitus type 2 (disorder)",0,NA,NA,NA,NA,NA,NA
"08c42b4e-b803-8491-fbd4-55c59bac862b","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-08,NA,"ef7839ce-c7e4-5ba3-4914-a30e096508a0",44054006,"Diabetes mellitus type 2 (disorder)",0
"8c73eaff-d82a-9199-570e-996e73c2ece6",NA,NA,1972-11-25,NA,"999-45-8419","S99955844","X75490645X","Mrs.","María Soledad68","Ocasio180",NA,"Duran646",NA,"black","Other",2,"Santiago de los Caballeros  Santiago  DO","500 Kuvalis Light Suite 31","Hume","Victoria",25025,"Albert Park",3064,-37.546522,144.942199,1454019.17,730991.22,64121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8c73eaff-d82a-9199-570e-996e73c2ece6","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-16 15:06:51,2022-07-22 15:06:51,"e03e23c9-4df1-3eb6-a62d-f70f02301496","ddfb6b9e-2c30-b7bc-e2cd-c2be8b887c8f",351109,"budesonide 0.25 MG/ML Inhalation Suspension",129.94,0,1,129.94,233678006,"Childhood asthma",0,NA,NA,NA,NA,NA,NA
"8c73eaff-d82a-9199-570e-996e73c2ece6","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-16 15:06:51,2022-07-22 15:06:51,"e03e23c9-4df1-3eb6-a62d-f70f02301496","ddfb6b9e-2c30-b7bc-e2cd-c2be8b887c8f",310798,"Hydrochlorothiazide 25 MG Oral Tablet",0.63,0,4,2.52,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"8c73eaff-d82a-9199-570e-996e73c2ece6","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-16 15:06:51,2022-07-22 15:06:51,"e03e23c9-4df1-3eb6-a62d-f70f02301496","ddfb6b9e-2c30-b7bc-e2cd-c2be8b887c8f",630208,"albuterol 0.83 MG/ML Inhalation Solution",129.94,0,1,129.94,233678006,"Childhood asthma",0,NA,NA,NA,NA,NA,NA
"8c73eaff-d82a-9199-570e-996e73c2ece6","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-16 15:06:51,2022-07-22 15:06:51,"e03e23c9-4df1-3eb6-a62d-f70f02301496","ddfb6b9e-2c30-b7bc-e2cd-c2be8b887c8f",860975,"24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet",3,0,12,36,44054006,"Diabetes mellitus type 2 (disorder)",0,NA,NA,NA,NA,NA,NA
"8c73eaff-d82a-9199-570e-996e73c2ece6","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-17,NA,"ddfb6b9e-2c30-b7bc-e2cd-c2be8b887c8f",44054006,"Diabetes mellitus type 2 (disorder)",0
"8c357f7d-af07-8aaf-c7b5-0690b9246113",NA,NA,1922-11-25,1996-03-04,"999-18-6933","S99964309","X35449010X","Mr.","Gordon377","Dach178",NA,NA,NA,"white","Other",1,"Walpole  Massachusetts  US","914 Emard Key","Cardinia","Victoria",25021,"St Kilda West",3981,-38.207298,145.575,196898.26,687066.62,163848,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8c357f7d-af07-8aaf-c7b5-0690b9246113","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964-12-05,NA,"df7364c8-b7af-6aa0-ec3a-0e9389d4c984",44054006,"Diabetes mellitus type 2 (disorder)",0
"8c147724-ead9-93c6-a576-b4683b7906bc",NA,NA,1962-08-22,NA,"999-60-7683","S99970286","X87997571X","Mrs.","Barbara209","Baeza53",NA,"Zamora648",NA,"black","Other",2,"Puebla  Puebla  MX","285 Smith Way Suite 11","Warrnambool","Victoria",6059,"Fitzroy",3281,-38.254454,142.630109,371120.38,620371.08,141164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8c147724-ead9-93c6-a576-b4683b7906bc","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-09-20,NA,"f8f3773e-9414-47b9-7676-1379b307d1b3",44054006,"Diabetes mellitus type 2 (disorder)",0
"8ca2212b-d012-b39f-2258-a2c46745ad5b",NA,NA,1924-11-12,1976-11-19,"999-86-4796","S99929020","X16796657X","Mr.","Rey54","Gaylord332",NA,NA,2,"white","Other",1,"San Jose  California  US","685 McKenzie Knoll Suite 45","Greater Geelong","Victoria",6007,"St Kilda East",3216,-38.215906,144.334005,367691.8,219386.33,44383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8ca2212b-d012-b39f-2258-a2c46745ad5b","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-04,NA,"fd4cce72-9685-09db-01cf-073b7d404b50",44054006,"Diabetes mellitus type 2 (disorder)",0
"8cf1b9cf-6bbf-eb15-242e-e4c57ee0037f",NA,NA,1987-05-13,NA,"999-34-4972","S99942358","X58651040X","Mrs.","Elsa29","Negrete68",NA,"Yáñez198",1,"white","Other",2,"Bayamon  Puerto Rico  PR","686 Dooley Stravenue Apt 37","Moira","Victoria",6059,"Kensington",3641,-35.89718,145.428306,1391980.69,946568.02,82094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8cf1b9cf-6bbf-eb15-242e-e4c57ee0037f","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-22,NA,"ee93d6bd-2321-1651-16d7-35d024f10bb0",44054006,"Diabetes mellitus type 2 (disorder)",0
"8d01e3fe-4c61-9ce7-f2fb-ef4fe7219727",NA,NA,1922-09-04,NA,"999-95-4166","S99967115","X34606779X","Mrs.","Jannie509","Dietrich576",NA,"Kuphal363",1,"white","Other",2,"Boston  Massachusetts  US","120 D'Amore Rue","Alpine","Victoria",25017,"Clifton Hill",3741,-36.962316,147.063163,936372.36,1032025.64,73142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8d01e3fe-4c61-9ce7-f2fb-ef4fe7219727","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973-09-10,NA,"08a4f318-b4ce-9ae1-a109-05144b714c10",44054006,"Diabetes mellitus type 2 (disorder)",0
"8da89052-7654-7498-5177-00ed88fa3a30",NA,NA,1928-12-21,2012-02-10,"999-86-8926","S99996959","X53447214X","Mrs.","Vasiliki884","Crist667",NA,"Brakus656",NA,"white","Other",2,"Boston  Massachusetts  US","1021 Conn View Unit 87","Boroondara","Victoria",25013,"St Kilda West",3127,-37.825173,145.097236,1535560.19,551701.59,283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8da89052-7654-7498-5177-00ed88fa3a30","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-02-17,NA,"0f49f8b5-bd56-65f6-389c-894c5ea89936",44054006,"Diabetes mellitus type 2 (disorder)",0
"8e7a1242-8d36-a6df-9b75-95dd80760d46",NA,NA,1950-08-05,NA,"999-46-4517","S99921428","X55911103X","Mrs.","Joye57","Littel644",NA,"Marvin195",1,"white","Other",2,"Orcutt  California  US","692 Kiehn Gardens","Greater Shepparton","Victoria",6065,"Princes Hill",3629,-36.287306,145.260653,531583.12,1134217.7,27000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8e7a1242-8d36-a6df-9b75-95dd80760d46","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-09-26,NA,"f4840cf4-0799-cf24-8551-9d940f782acb",44054006,"Diabetes mellitus type 2 (disorder)",0
"8e681304-6d68-4250-dd86-2466bd57f125",NA,NA,1953-05-31,2005-01-05,"999-84-6703","S99977194","X86714522X","Mrs.","Patrina117","Monahan736",NA,"Streich926",1,"white","Other",2,"Cupertino  California  US","777 Kling View","Towong","Victoria",6067,"Fairfield",3701,-36.638769,147.476819,148657.45,2797553.69,126737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8e681304-6d68-4250-dd86-2466bd57f125","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-07-05,NA,"777f5ceb-06be-be4a-f9d2-f5cb20717bbe",44054006,"Diabetes mellitus type 2 (disorder)",0
"8ebdd2ae-8c50-f85a-b58e-d855f6ace50e",NA,NA,1923-08-08,1997-02-10,"999-41-2662","S99983998","X84722151X","Mr.","Dwayne786","Dicki44",NA,NA,1,"white","Other",1,"Raynham  Massachusetts  US","445 Williamson Rue","Strathbogie","Victoria",25017,"Princes Hill",3608,-36.740713,145.095753,29383.44,407424.72,17691,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8ebdd2ae-8c50-f85a-b58e-d855f6ace50e","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981-09-23,NA,"bf5baae4-263e-047c-9c29-4062e0367c55",44054006,"Diabetes mellitus type 2 (disorder)",0
"8ec6ff20-177a-2dcb-e58f-fd1c07c42aea",NA,NA,1965-06-14,NA,"999-62-9338","S99981307","X8455891X","Mrs.","Mayte822","Trujillo801",NA,"Zavala169",1,"white","Other",2,"Tegucigalpa  Francisco Morazán  HN","157 Schulist Bridge","Greater Bendigo","Victoria",6113,"Clifton Hill",3570,-36.515303,144.28053,693944.94,1152712.03,29923,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8ec6ff20-177a-2dcb-e58f-fd1c07c42aea","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-08-30,NA,"e012f99d-4593-54ed-d802-224cfcf60e7f",44054006,"Diabetes mellitus type 2 (disorder)",0
"8ec8e57c-edb3-0ffb-ec29-40f3e119c755",NA,NA,2014-12-14,NA,"999-70-6365",NA,NA,NA,"Freddy176","Runolfsson901",NA,NA,NA,"white","Other",1,"Union City  California  US","531 Pfeffer Union Suite 38","Wangaratta","Victoria",6061,"St Kilda",3675,-36.565078,146.266835,9810.61,3373.9,123235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8ec8e57c-edb3-0ffb-ec29-40f3e119c755","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-08,NA,"4aa1efdc-004d-d5f9-a4a8-3a54a4d1514f",44054006,"Diabetes mellitus type 2 (disorder)",0
"8ef4fa27-77bd-0f35-cee5-ba453a496f7d",NA,NA,1991-06-11,NA,"999-22-9608","S99919448","X57662465X","Ms.","Ona426","Kerluke267",NA,NA,2,"white","Other",2,"Florence-Graham  California  US","717 Grady Rapid Unit 74","South Gippsland","Victoria",6073,"Clifton Hill",3871,-38.42207,146.158866,349306.29,1948195.08,46867,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8ef4fa27-77bd-0f35-cee5-ba453a496f7d","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-08-04,NA,"5a650aa7-675d-1c84-b134-db4d712a52fe",44054006,"Diabetes mellitus type 2 (disorder)",0
"8f08f760-3fa3-7eb3-0e41-faa251f3c5e3",NA,NA,1924-10-16,NA,"999-58-5061","S99965432","X29773950X","Mrs.","June482","Mayer370",NA,"Bode78",NA,"asian","Other",2,"Anaheim  California  US","326 Armstrong Lane Suite 32","Colac Otway","Victoria",6067,"Southbank",3238,-38.781787,143.429978,2040153.61,769842.12,91454,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8f08f760-3fa3-7eb3-0e41-faa251f3c5e3","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980-11-20,NA,"6b65a5f2-1662-e12c-e5b0-5cc059d49b39",44054006,"Diabetes mellitus type 2 (disorder)",0
"9b5fcc85-7d42-b672-82c0-95f66749db43",NA,NA,1957-05-13,2021-07-06,"999-23-4407","S99954670","X49913528X","Mrs.","Tai836","Kemmer137",NA,"Halvorson124",NA,"white","Other",2,"Lynwood  California  US","939 Raynor Branch","Brisbane","Victoria",6095,"North Melbourne",4069,-27.502784,152.898911,463285.25,350789.94,82198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-06-25,NA,"b3555adf-2a47-8395-d9cf-ebb375101297",44054006,"Diabetes mellitus type 2 (disorder)",0
"9b9b9b33-1a23-1bb8-1783-850184df3ae8",NA,NA,1946-02-19,NA,"999-60-1274","S99989123","X76726569X","Mrs.","Carri827","Pouros728",NA,"Schiller186",1,"white","Other",2,"Torrance  California  US","265 Casper Esplanade","Indigo","Victoria",6037,"Fairfield",3749,-36.42031113,146.8638108,374687.78,2174825.6,167721,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b9b9b33-1a23-1bb8-1783-850184df3ae8","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-08-25,NA,"ffab2afd-9a35-35fb-3e4c-e0693cbaaa17",44054006,"Diabetes mellitus type 2 (disorder)",0
"9b935a47-b874-4a92-3be6-1262c00209af",NA,NA,1929-02-04,NA,"999-27-2424","S99911420","X30449851X","Mrs.","Emilia403","Lucero848",NA,"Cintrón695",1,"white","Other",2,"Buenos Aires  Ciudad de Buenos Aires  AR","637 Rohan Ferry","Unincorporated Vic","Victoria",6037,"Port Melbourne",3832,-37.919937,145.945214,29053.94,1976811.58,12038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b935a47-b874-4a92-3be6-1262c00209af","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981-02-16,NA,"59cb58d7-68a4-1bd2-c427-b7661af7a1b6",44054006,"Diabetes mellitus type 2 (disorder)",0
"9b388735-dce7-43de-a4e2-ccf8b5a651cd",NA,NA,1955-06-24,NA,"999-86-1973","S99961545","X50594584X","Mrs.","Shan714","Ratke343",NA,"MacGyver246",1,"white","Other",2,"San Marcos  California  US","607 Lueilwitz Well Suite 60","Wellington","Victoria",6037,"Fairfield",3878,-37.898544,147.680121,19382.64,389260.7,13158,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b388735-dce7-43de-a4e2-ccf8b5a651cd","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-30,NA,"a099c1ff-124b-b9fa-d710-f7f05b7332a1",44054006,"Diabetes mellitus type 2 (disorder)",0
"9bcf5f9c-e82e-f8f9-f8eb-81d2cdbd191d",NA,NA,1963-08-28,NA,"999-57-1301","S99919552","X14948285X","Mr.","James276","Emmerich580",NA,NA,1,"white","Other",1,"Lawrence  Massachusetts  US","772 Waters Light Suite 96","Baw Baw","Victoria",25001,"Elwood",3825,-37.978862,146.342932,110192.02,19744.36,81618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
