"id_patient","redcap_repeat_instrument","redcap_repeat_instance","birthdate_patient","deathdate_patient","ssn_patient","drivers_patient","passport_patient","prefix_patient","first_patient","last_patient","suffix_patient","maiden_patient","marital_patient","race_patient","ethnicity_patient","gender_patient","birthplace_patient","address_patient","city_patient","state_patient","fips_patient","suburb_patient","zip_patient","lat_patient","lon_patient","healthcare_expenses_patient","healthcare_coverage_patient","income_patient","patients_complete","start_medication","stop_medication","payer_medication","encounter_medication","code_medication","description_medication","base_cost_medication","payer_coverage_medication","dispenses_medication","totalcost_medication","reasoncode_medication","reasondescription_medication","medications_complete","start_condition","stop_condition","encounter_condition","code_condition","description_condition","conditions_complete"
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-08-21 17:12:42,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","19ea557d-e7db-208c-d143-e67157d02ea9",312961,"Simvastatin 20 MG Oral Tablet",63.27,50.62,299,18917.73,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-08-21 17:12:42,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","19ea557d-e7db-208c-d143-e67157d02ea9",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,299,38852.06,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-08-21 17:12:42,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","19ea557d-e7db-208c-d143-e67157d02ea9",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",736.17,588.94,299,220114.83,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-09 17:25:45,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","60de6452-f261-0280-2062-a06f308c2a58",309362,"Clopidogrel 75 MG Oral Tablet",2352.28,1881.82,153,359898.84,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","medications",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-09 17:25:45,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","60de6452-f261-0280-2062-a06f308c2a58",312961,"Simvastatin 20 MG Oral Tablet",755.25,604.2,153,115553.25,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","medications",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-09 17:25:45,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","60de6452-f261-0280-2062-a06f308c2a58",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,208.62,153,39899.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","medications",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-09 17:25:45,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","60de6452-f261-0280-2062-a06f308c2a58",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",541.08,432.86,153,82785.24,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-08-15,NA,"19ea557d-e7db-208c-d143-e67157d02ea9",414545008,"Ischemic heart disease (disorder)",0
"9a73a9b0-94a3-2ecb-ed0b-c9a098373b91","conditions",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-03,NA,"60de6452-f261-0280-2062-a06f308c2a58",414545008,"Ischemic heart disease (disorder)",0
"09a79ded-69b3-3068-b840-9297db1f23ff",NA,NA,1952-07-13,2006-02-23,"999-64-2048","S99934303","X44752377X","Mr.","Stanley702","Hayes766",NA,NA,2,"white","Other",1,"Pasadena  California  US","147 Lehner Dam Unit 68","Colac Otway","Victoria",6073,"Balaclava",3251,-38.155186,143.648479,62105.57,504334.63,93590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09a79ded-69b3-3068-b840-9297db1f23ff","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-15 08:41:51,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","8b861e9d-9f0a-3f85-dc5e-b6c510ebe50e",309362,"Clopidogrel 75 MG Oral Tablet",1272.68,1018.14,78,99269.04,NA,NA,0,NA,NA,NA,NA,NA,NA
"09a79ded-69b3-3068-b840-9297db1f23ff","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-15 08:41:51,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","8b861e9d-9f0a-3f85-dc5e-b6c510ebe50e",312961,"Simvastatin 20 MG Oral Tablet",492.41,393.93,78,38407.98,NA,NA,0,NA,NA,NA,NA,NA,NA
"09a79ded-69b3-3068-b840-9297db1f23ff","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-15 08:41:51,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","8b861e9d-9f0a-3f85-dc5e-b6c510ebe50e",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,78,10135.32,NA,NA,0,NA,NA,NA,NA,NA,NA
"09a79ded-69b3-3068-b840-9297db1f23ff","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-15 08:41:51,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","8b861e9d-9f0a-3f85-dc5e-b6c510ebe50e",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",267.88,214.3,78,20894.64,NA,NA,0,NA,NA,NA,NA,NA,NA
"09a79ded-69b3-3068-b840-9297db1f23ff","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-08,NA,"8b861e9d-9f0a-3f85-dc5e-b6c510ebe50e",414545008,"Ischemic heart disease (disorder)",0
"9a132209-4063-83a6-ce5e-935cfa525392",NA,NA,1968-11-09,NA,"999-83-5956","S99938438","X28529558X","Mr.","Gustavo235","Quezada963",NA,NA,NA,"white","Other",1,"Portsmouth  Saint John Parish  DM","398 Kessler Track","Whittlesea","Victoria",6037,"East Melbourne",3757,-37.469784,145.182221,92597.59,176146.63,32735,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9a132209-4063-83a6-ce5e-935cfa525392","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-10 01:05:45,NA,"0133f751-9229-3cfd-815f-b6d4979bdd6a","522e5a61-7056-2d8d-1eb2-d95cfc6ca544",309362,"Clopidogrel 75 MG Oral Tablet",1882.89,0,15,28243.35,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a132209-4063-83a6-ce5e-935cfa525392","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-10 01:05:45,NA,"0133f751-9229-3cfd-815f-b6d4979bdd6a","522e5a61-7056-2d8d-1eb2-d95cfc6ca544",312961,"Simvastatin 20 MG Oral Tablet",203.58,0,15,3053.7,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a132209-4063-83a6-ce5e-935cfa525392","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-10 01:05:45,NA,"0133f751-9229-3cfd-815f-b6d4979bdd6a","522e5a61-7056-2d8d-1eb2-d95cfc6ca544",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,0,15,3911.7,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a132209-4063-83a6-ce5e-935cfa525392","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-10 01:05:45,NA,"0133f751-9229-3cfd-815f-b6d4979bdd6a","522e5a61-7056-2d8d-1eb2-d95cfc6ca544",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",1541.53,0,15,23122.95,NA,NA,0,NA,NA,NA,NA,NA,NA
"9a132209-4063-83a6-ce5e-935cfa525392","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-03,NA,"522e5a61-7056-2d8d-1eb2-d95cfc6ca544",414545008,"Ischemic heart disease (disorder)",0
"9a482927-4ccf-0619-0206-33616069f877",NA,NA,1968-10-11,NA,"999-59-3339","S99937855","X28699620X","Mr.","Sylvester827","Gottlieb798",NA,NA,1,"white","Other",1,"Mission Viejo  California  US","709 Franecki Station","Exmouth","Victoria",6085,"Balaclava",6707,-22.265028,113.954791,67473.81,136502.99,189290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9a482927-4ccf-0619-0206-33616069f877","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-26,NA,"0519ecd0-c44c-1572-d5bc-75650585ec36",414545008,"Ischemic heart disease (disorder)",0
"9b1da6fa-777a-ae5e-b676-a320cac31c44",NA,NA,1959-08-25,NA,"999-77-5871","S99958164","X81075365X","Mr.","Julio255","Mireles421",NA,NA,1,"white","Other",1,"Portsmouth  Saint John Parish  DM","464 Cartwright Bridge","Unknown","Victoria",6067,"Docklands",0,0,0,298401.07,0,76909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b1da6fa-777a-ae5e-b676-a320cac31c44","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-25 18:42:31,2020-06-01 18:42:31,"e03e23c9-4df1-3eb6-a62d-f70f02301496","ad8bf18d-9222-5422-40e7-345adcc638f3",1049625,"Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet]",260.78,0,3,782.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b1da6fa-777a-ae5e-b676-a320cac31c44","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-25 18:42:31,2020-06-01 18:42:31,"e03e23c9-4df1-3eb6-a62d-f70f02301496","ad8bf18d-9222-5422-40e7-345adcc638f3",1049504,"Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin]",260.78,0,3,782.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b1da6fa-777a-ae5e-b676-a320cac31c44","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-25 18:42:31,2020-06-01 18:42:31,"e03e23c9-4df1-3eb6-a62d-f70f02301496","ad8bf18d-9222-5422-40e7-345adcc638f3",245134,"72 HR Fentanyl 0.025 MG/HR Transdermal System",260.78,0,3,782.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b1da6fa-777a-ae5e-b676-a320cac31c44","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-25 18:42:31,2020-06-01 18:42:31,"e03e23c9-4df1-3eb6-a62d-f70f02301496","ad8bf18d-9222-5422-40e7-345adcc638f3",1860491,"12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule",260.78,0,3,782.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b1da6fa-777a-ae5e-b676-a320cac31c44","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-26,NA,"ad8bf18d-9222-5422-40e7-345adcc638f3",414545008,"Ischemic heart disease (disorder)",0
"9b5f3329-ecbb-3ed8-b026-f3eb9b19da3b",NA,NA,1933-10-09,NA,"999-43-5958","S99918922","X25963290X","Mr.","Lester513","O'Conner199",NA,NA,NA,"white","Other",1,"Billerica  Massachusetts  US","704 Fay Well Apt 59","Wellington","Victoria",25017,"Princes Hill",3857,-38.018616,146.694894,48825.94,375263.23,86521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b5f3329-ecbb-3ed8-b026-f3eb9b19da3b","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-12-30 05:07:41,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","eedd08fd-1384-def5-809e-50c6b9e7019d",312961,"Simvastatin 20 MG Oral Tablet",738.42,590.74,331,244417.02,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b5f3329-ecbb-3ed8-b026-f3eb9b19da3b","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-12-30 05:07:41,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","eedd08fd-1384-def5-809e-50c6b9e7019d",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,331,43010.14,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b5f3329-ecbb-3ed8-b026-f3eb9b19da3b","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-12-30 05:07:41,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","eedd08fd-1384-def5-809e-50c6b9e7019d",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",138.26,110.61,331,45764.06,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b5f3329-ecbb-3ed8-b026-f3eb9b19da3b","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-12-23,NA,"eedd08fd-1384-def5-809e-50c6b9e7019d",414545008,"Ischemic heart disease (disorder)",0
"9b5fcc85-7d42-b672-82c0-95f66749db43",NA,NA,1957-05-13,2021-07-06,"999-23-4407","S99954670","X49913528X","Mrs.","Tai836","Kemmer137",NA,"Halvorson124",NA,"white","Other",2,"Lynwood  California  US","939 Raynor Branch","Brisbane","Victoria",6095,"Carlton",4069,-27.502784,152.898911,463285.25,350789.94,82198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-09 16:36:23,2016-08-14 16:36:23,"d31fccc3-1767-390d-966a-22a5156f4219","dce364a4-3da9-802d-150f-b16def14d14a",310798,"Hydrochlorothiazide 25 MG Oral Tablet",0.46,0,4,1.84,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-09 16:36:23,2016-08-14 16:36:23,"d31fccc3-1767-390d-966a-22a5156f4219","dce364a4-3da9-802d-150f-b16def14d14a",860975,"24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet",24.01,0,12,288.12,44054006,"Diabetes mellitus type 2 (disorder)",0,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-09 16:36:23,2016-08-14 16:36:23,"d31fccc3-1767-390d-966a-22a5156f4219","dce364a4-3da9-802d-150f-b16def14d14a",314076,"lisinopril 10 MG Oral Tablet",0.91,0,4,3.64,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-16 16:36:23,NA,"d31fccc3-1767-390d-966a-22a5156f4219","dce364a4-3da9-802d-150f-b16def14d14a",309362,"Clopidogrel 75 MG Oral Tablet",254.53,110.5,104,26471.12,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-16 16:36:23,NA,"d31fccc3-1767-390d-966a-22a5156f4219","dce364a4-3da9-802d-150f-b16def14d14a",312961,"Simvastatin 20 MG Oral Tablet",462.92,370.34,104,48143.68,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","medications",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-16 16:36:23,NA,"d31fccc3-1767-390d-966a-22a5156f4219","dce364a4-3da9-802d-150f-b16def14d14a",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,104,13513.76,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","medications",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-16 16:36:23,NA,"d31fccc3-1767-390d-966a-22a5156f4219","dce364a4-3da9-802d-150f-b16def14d14a",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",178.57,142.86,104,18571.28,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b5fcc85-7d42-b672-82c0-95f66749db43","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-10,NA,"dce364a4-3da9-802d-150f-b16def14d14a",414545008,"Ischemic heart disease (disorder)",0
"9b6a8d6d-28c0-2906-bd7b-11c95008068c",NA,NA,1955-03-14,NA,"999-54-1765","S99928557","X56264612X","Mrs.","Georgia502","Hessel84",NA,"Dickinson688",1,"white","Other",2,"Imperial  California  US","1001 West Wall Unit 29","South Gippsland","Victoria",6077,"Middle Park",3953,-38.460127,145.995174,1876608.1,912830.07,55083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b6a8d6d-28c0-2906-bd7b-11c95008068c","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-10-04 12:58:02,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","a5bba0aa-bce4-17c9-ffbb-96077f6cbcc0",309362,"Clopidogrel 75 MG Oral Tablet",1930.52,0,164,316605.28,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b6a8d6d-28c0-2906-bd7b-11c95008068c","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-10-04 12:58:02,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","a5bba0aa-bce4-17c9-ffbb-96077f6cbcc0",312961,"Simvastatin 20 MG Oral Tablet",1185.01,0,164,194341.64,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b6a8d6d-28c0-2906-bd7b-11c95008068c","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-10-04 12:58:02,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","a5bba0aa-bce4-17c9-ffbb-96077f6cbcc0",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,0,164,42767.92,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b6a8d6d-28c0-2906-bd7b-11c95008068c","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-10-04 12:58:02,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","a5bba0aa-bce4-17c9-ffbb-96077f6cbcc0",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",1015.65,0,164,166566.6,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b6a8d6d-28c0-2906-bd7b-11c95008068c","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-09-27,NA,"a5bba0aa-bce4-17c9-ffbb-96077f6cbcc0",414545008,"Ischemic heart disease (disorder)",0
"9b9b9b33-1a23-1bb8-1783-850184df3ae8",NA,NA,1946-02-19,NA,"999-60-1274","S99989123","X76726569X","Mrs.","Carri827","Pouros728",NA,"Schiller186",1,"white","Other",2,"Torrance  California  US","265 Casper Esplanade","Indigo","Victoria",6037,"South Yarra",3749,-36.42031113,146.8638108,374687.78,2174825.6,167721,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9b9b9b33-1a23-1bb8-1783-850184df3ae8","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-19 02:46:20,2020-02-25 02:46:20,"a735bf55-83e9-331a-899d-a82a60b9f60c","5ce52cf2-0130-b801-f84a-d94b037b5547",310798,"Hydrochlorothiazide 25 MG Oral Tablet",0.58,0,4,2.32,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"9b9b9b33-1a23-1bb8-1783-850184df3ae8","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-19 02:46:20,2020-02-25 02:46:20,"a735bf55-83e9-331a-899d-a82a60b9f60c","5ce52cf2-0130-b801-f84a-d94b037b5547",860975,"24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet",6.24,0,12,74.88,44054006,"Diabetes mellitus type 2 (disorder)",0,NA,NA,NA,NA,NA,NA
"9b9b9b33-1a23-1bb8-1783-850184df3ae8","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-26 02:46:20,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5ce52cf2-0130-b801-f84a-d94b037b5547",309362,"Clopidogrel 75 MG Oral Tablet",720.87,576.7,61,43973.07,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b9b9b33-1a23-1bb8-1783-850184df3ae8","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-26 02:46:20,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5ce52cf2-0130-b801-f84a-d94b037b5547",312961,"Simvastatin 20 MG Oral Tablet",405.2,324.16,61,24717.2,NA,NA,0,NA,NA,NA,NA,NA,NA
"9b9b9b33-1a23-1bb8-1783-850184df3ae8","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-26 02:46:20,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5ce52cf2-0130-b801-f84a-d94b037b5547",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,61,7926.34,NA,NA,0,NA,NA,NA,NA,NA,NA
