Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,SUBURB,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
489a51f1-deea-45cb-09c0-1fb1ecdf2d69,2021-02-22,,999-19-4509,,,,Devin82,Monahan736,,,,asian,Other,M,Lakewood  California  US,199 Krajcik Haven,Campaspe,Victoria,Tongala,6059.0,3621,-36.206055,144.961183,550.0,8956.65,41823
ebacf18c-37b1-fdbf-c677-739094e33da9,2011-11-10,,999-75-7035,,,,Nickie321,Pouros728,,,,asian,Other,F,Lake Nacimiento  California  US,738 Gerlach Drive,Wellington,Victoria,Licola,6001.0,3858,-37.821756,146.576101,45632.26,3379.39,141508
64ad687b-02f9-e39f-4818-8c04a4d6e848,1936-03-02,2004-09-01,999-75-4207,S99926734,X61262684X,Mr.,Ed239,Rogahn59,,,W,white,Other,M,Los Angeles  California  US,530 Boyle Fort Suite 7,Northern Grampians,Victoria,Morrl Morrl,6023.0,3387,-36.86638119,142.8949426,301599.51,27979.26,67493
409ea515-4edd-fe20-c391-a97f3ff8bcd2,1995-06-01,,999-65-1791,S99995915,X44381065X,Mr.,Lynn917,Kutch271,,,S,white,Other,M,Westminster  California  US,1038 Beahan Center Unit 49,Greater Geelong,Victoria,Moorabool,6099.0,3221,-38.181608,144.427419,20891.69,49451.38,29897
75a4b5ac-13c2-5a59-0048-b6df0cc303b1,2010-04-05,,999-22-8877,,,,Irene779,Melgar516,,,,white,Other,F,Juarez  Chihuahua  MX,206 Jakubowski Wynd,Latrobe,Victoria,Boolarra,6037.0,3870,-38.437946,146.319351,51258.16,127837.52,196641
272e8a43-edf4-7058-a79e-55b7a946cd5d,1965-05-29,2019-03-01,999-54-9784,S99930064,X61812131X,Mr.,Coy949,Schroeder447,,,S,black,Other,M,Elk Grove  California  US,1076 D'Amore Overpass,Ballarat,Victoria,Bolwarrah,6059.0,3352,-37.482132,143.662387,483078.95,4126474.39,51466
b8b3ab9d-357f-b2f3-fbac-531048af1f38,1970-11-02,,999-66-5040,S99961053,X48060871X,Mr.,Eliseo499,Feeney44,,,S,white,Other,M,Salinas  California  US,340 Schinner Green,Murrindindi,Victoria,Taggerty,6067.0,3714,-37.210538,145.687889,52789.56,157755.42,798383
280e65dc-2777-8abf-6019-0f8f1a3a579a,1961-12-19,,999-52-3236,S99922441,X88716711X,Ms.,Taina903,Paucek755,,,S,white,Other,F,San Jacinto  California  US,564 Ratke Ranch,Wellington,Victoria,Airly,6037.0,3851,-38.035548,147.084398,63957.52,1914472.24,17342
95481e60-194d-3c45-fe5c-e3299ff2c1bf,1923-09-02,1969-01-03,999-15-1949,S99957732,X26892185X,Mr.,Bud153,Green467,,,D,white,Other,M,Compton  California  US,947 Stroman Station,Buloke,Victoria,Reedy Dam,6073.0,3483,-35.901765,142.890804,88359.92,0.0,49454
4b7f68c7-1dc0-0a61-e7b4-c15788ac481c,2003-11-15,,999-97-1618,S99976934,X38095180X,Mr.,Melvin857,Crona259,,,,white,Other,M,Los Angeles  California  US,736 Simonis Bypass,Greater Bendigo,Victoria,Derrinal,6073.0,3523,-36.837461,144.768359,3150.0,27406.26,8932
9a3c6384-d59b-f974-a92f-a5b85c484987,2007-07-10,,999-75-1072,S99942688,,,Edwin773,Moore224,,,,asian,Other,M,Oakland  California  US,822 Kassulke Overpass Apt 0,Tablelands,Victoria,Myola,6037.0,4872,-18.028128,145.157257,2850.0,39319.61,39058
71286d7e-afa4-de30-ecb1-64db922926fa,1947-02-18,2013-04-16,999-66-2332,S99984981,X76316585X,Ms.,Mariana775,Atencio773,MD,,S,white,Other,F,Tegucigalpa  Francisco Morazán  HN,967 Tillman Ranch,Gannawarra,Victoria,Lake Meran,6037.0,3579,-35.767974,143.769445,561546.88,5742284.98,24116
3c753dad-cca0-78ea-37e3-f7bbdbc59417,2010-02-27,,999-58-1340,,,,Giovanni385,Orn563,,,,asian,Other,M,Shanghai  Shanghai Municipality  CN,722 Pollich Ville,Northern Grampians,Victoria,St Arnaud East,6085.0,3478,-36.688551,143.230699,19912.95,0.0,80875
583ad63d-698e-ef53-5d99-ef3a4a0a5eff,2023-02-21,,999-34-6172,,,,Harold594,Vandervort697,,,,white,Other,F,Los Angeles  California  US,652 Ratke Club,Swan Hill,Victoria,Nyah West,6113.0,3595,-35.202752,143.351682,3925.32,0.0,66970
a6085262-6ccd-5f6f-0dc1-524398f8e456,2002-12-11,,999-47-4340,S99918954,X18362471X,Ms.,Phuong301,Bartell116,,,,white,Other,F,Chino  California  US,977 Rolfson Burg Unit 12,Moorabool,Victoria,Dales Creek,6037.0,3341,-37.573711,144.308232,153837.75,542055.64,65260
9f6e697e-5418-9176-40fd-a604abb42d7a,2014-01-28,,999-41-9653,,,,Paola523,Klein929,,,,white,Other,F,Santa Barbara  California  US,706 McLaughlin Vale,Wellington,Victoria,Sarsfield,6073.0,3875,-37.826032,147.63201,1350.0,14906.15,35668
6cb6c842-bf1d-d26a-bad9-a6ecdfc078fb,1963-09-08,,999-82-1392,S99922891,X845485X,Mr.,Eli762,Runolfsson901,,,D,black,Other,M,Los Angeles  California  US,806 Reynolds Meadow,Greater Shepparton,Victoria,Marungi,6001.0,3634,-36.224186,145.440315,135022.74,173053.24,143375
b0e6801e-d45d-bdc6-0a91-e202e8f60d1d,1939-04-09,,999-64-4293,S99956625,X37519774X,Mr.,Trey250,D'Amore443,,,D,white,Other,M,San Diego  California  US,413 Ankunding Knoll,Bass Coast,Victoria,Wattle Bank,6037.0,3995,-38.578071,145.630713,134343.7,372848.8,53662
26d77355-326f-0f92-3b37-3caf9f1c9187,1974-02-09,,999-64-8197,S99994693,X26819378X,Ms.,Manda751,Jerde200,,,S,white,Other,F,San Jose  California  US,911 Reilly Frontage road Unit 64,Bass Coast,Victoria,Kernot,6081.0,3979,-38.44818,145.591284,190258.21,1489994.25,368219
c43c0340-c6e4-e340-6a1b-7e20d6067963,2006-06-05,,999-63-4459,S99936237,,,Willene254,Bosco882,,,,white,Other,F,Poway  California  US,484 Casper Bypass Suite 89,Kingston,Victoria,Parkdale,6001.0,3195,-38.007024,145.104105,46310.16,5468.44,126188
2050f1bb-51b9-9b53-7e99-22aa6d7ece7e,1983-07-08,,999-95-1913,S99932974,X48507093X,Mr.,Ramón841,Menchaca276,,,M,white,Other,M,Havana  Havana  CU,165 Reynolds Mill,Ballarat,Victoria,Glen Park,6111.0,3352,-37.482132,143.662387,63796.14,235.63,108401
bc859296-d943-2c97-b6d8-7e928ff06d7b,1962-03-15,,999-33-7388,S99923591,X58978325X,Mr.,Jose871,Simonis280,,,M,black,Other,M,Roseville  California  US,1042 Strosin Gate Unit 20,Moyne,Victoria,Byaduk,6075.0,3301,-38.118855,142.034141,9196.06,113745.18,19722
ca38d35d-e758-08e9-2642-05cd6f975780,1975-11-14,,999-67-8262,S99958482,X63499913X,Mr.,Juan Carlos348,Peres371,,,M,white,Other,M,Portsmouth  Saint John Parish  DM,340 Schuster Underpass Suite 0,Wellington,Victoria,Buragwonduc,6071.0,3858,-37.49088696,146.7706256,98682.68,79868.95,159964
1cec20eb-4a52-8980-57cc-3f50a6f693b8,1965-05-29,,999-96-1731,S99961399,X210836X,Mr.,Eduardo902,O'Reilly797,,,M,black,Other,M,Vallejo  California  US,666 Toy Boulevard,Yarra Ranges,Victoria,Yellingbo,6059.0,3139,-37.814506,145.532666,212071.27,219667.58,51466
ffacefc3-7c20-3f88-c6a9-5903c918a358,1938-06-07,2021-01-15,999-48-5258,S99949203,X14711349X,Mr.,Clint766,Greenfelder433,,,S,white,Other,M,Arden-Arcade  California  US,751 Kuhlman Mill,Benalla,Victoria,Devenish,6041.0,3726,-36.332254,145.960209,89626.61,1122782.29,436308
31b998ff-8733-4b20-f678-b7c99e49aeb9,2004-07-10,,999-31-6330,S99965082,,Mr.,Pedro316,Melgar516,,,,other,Other,M,Portsmouth  Saint John Parish  DM,459 Quitzon Skyway Unit 89,Hume,Victoria,Roxburgh Park,6037.0,3064,-37.546522,144.942199,45340.22,5400.6,118900
069dc535-6395-2afe-f940-54452b6aed9d,2003-05-28,,999-39-8635,S99991257,X87479925X,Mr.,Pedro316,Flórez858,,,,white,Other,M,Caracas  Capital District  VE,763 Ward Street,Unincorporated Vic,Victoria,Buln Buln,6065.0,3821,-37.919937,145.945214,4283.26,34965.09,28745
814aaa85-696c-9316-60a3-4c397241dc7a,1991-10-20,,999-56-8846,S99989089,X29618178X,Mrs.,Ryann170,Leannon79,,Konopelski743,M,white,Other,F,Sunnyvale  California  US,853 Dare Center Unit 52,Nillumbik,Victoria,Panton Hill,6065.0,3759,-37.650385,145.247277,97588.22,443538.38,82615
b1272f1b-9a29-46c7-33bf-177d31bebc98,2013-05-16,,999-35-3240,,,,Alease857,Wiza601,,,,white,Other,F,Long Beach  California  US,1099 Block View,Greater Bendigo,Victoria,Raywood,6039.0,3570,-36.515303,144.28053,2082.02,20502.67,5523
dbf57f3d-4b40-73f2-f595-e579454fdcb4,1947-02-18,,999-98-9896,S99964426,X60677208X,Mrs.,Maricarmen445,Carreón894,MD,Mena475,D,white,Other,F,Lima  Lima Province  PE,240 Green Walk Suite 20,Bass Coast,Victoria,South Dudley,6037.0,3995,-38.578071,145.630713,392536.89,981400.62,24116
6fd01cc1-0f20-6f7b-ca15-905ec0b6c60b,2012-10-22,,999-75-1040,,,,Arnulfo253,Abshire638,,,,hawaiian,Other,M,Glendale  California  US,611 Schaefer Wall Unit 17,Hepburn,Victoria,Mount Prospect,6113.0,3364,-37.334655,143.907186,3270.76,38586.38,21363
cd4ea984-759a-8f47-076c-66fb08a2194c,2013-08-04,,999-77-2333,,,,Luci727,Jacobson885,,,,asian,Other,F,Los Angeles  California  US,467 Koelpin Flat Suite 7,Gannawarra,Victoria,Keely,6081.0,3568,-35.809462,144.184089,17039.74,0.0,645444
1d9740f2-1ec4-bd02-3d6b-e4c71da22f24,1986-10-10,,999-36-5379,S99960137,X81647370X,Mrs.,Taunya970,Wiegand701,,Kuphal363,M,white,Other,F,Thousand Oaks  California  US,308 Schamberger Brook,Nillumbik,Victoria,Hurstbridge,6037.0,3099,-37.592101,145.192854,452628.77,985288.5,55052
142fd14c-4b79-3bf1-b742-79f243fea2fe,1992-03-26,,999-55-9381,S99939096,X28572264X,Ms.,Cathi439,Yost751,,,S,white,Other,F,Los Angeles  California  US,727 Crona Arcade Unit 35,Whittlesea,Victoria,South Morang,6081.0,3752,-37.619102,145.074353,72367.64,52306.69,188462
b332f6a3-5a4d-314b-47d5-40d808b4aa21,1987-01-06,,999-37-7802,S99946614,X32292760X,Mrs.,Bari62,Prosacco716,,Bernhard322,M,white,Other,F,Alhambra  California  US,1064 Hoppe Plaza,Greater Bendigo,Victoria,Myrtle Creek,,3551,-36.93636806,144.4059296,845523.26,1921241.82,47004
33b8b094-219b-8b15-8332-c3b7e4857e96,1965-04-08,2021-11-24,999-90-3226,S99913603,X26089686X,Mr.,Arden380,Hahn503,,,M,white,Other,M,Victorville  California  US,875 Grant Port,Campaspe,Victoria,Hunter,6037.0,3558,-36.51553,144.638363,268515.6,1328873.02,147553
5e20a694-a39c-7176-7b03-b95b961a6b93,2008-09-05,,999-90-8413,,,,Salvador46,Gastélum330,,,,white,Other,M,Bogota  Bogota  CO,312 Hickle Esplanade Apt 42,Colac Otway,Victoria,Warrion,6073.0,3249,-38.388291,143.557159,2650.0,50307.72,31500
9a72a1ef-3fe3-343d-add3-f538a1b948d7,1949-09-01,2001-10-15,999-69-3794,S99973719,X64188294X,Mrs.,Delma583,Hartmann983,,Harris789,D,asian,Other,F,Hayward  California  US,656 Halvorson Lane,Unincorporated Vic,Victoria,Longwarry North,6075.0,3816,-38.043542,145.787991,45269.98,2882996.0,11049
31e876ea-916d-db64-8841-0431b3265589,1993-08-17,,999-96-7075,S99947452,X27967665X,Mr.,Milford485,Runte676,,,S,white,Other,M,Bakersfield  California  US,917 Schoen View,Wellington,Victoria,Hollands Landing,6037.0,3875,-37.826032,147.63201,70492.07,26603.08,102973
b924a36d-14f7-7d59-2219-c8c81e02e701,1993-03-27,,999-38-2560,S99910810,X10617158X,Mrs.,Eulalia351,Klein929,,Koepp521,M,white,Other,F,Anaheim  California  US,190 Harber Wynd,Glen Eira,Victoria,Oakleigh East,6037.0,3166,-37.902805,145.089719,7700.0,540217.63,19703
bd0f1458-db3f-ff09-f0e1-06c721a3484f,1992-11-27,,999-75-8459,S99928010,X59250542X,Mr.,Malik994,Sauer652,,,M,asian,Other,M,Vista Santa Rosa  California  US,511 Moore Extension Suite 58,Mornington Peninsula,Victoria,Cowes,6085.0,3922,-38.482182,145.231974,51896.35,155776.42,31352
08877d39-f7dc-a1cf-e141-fbe0cd6312df,1981-02-28,,999-81-1142,S99934205,X26129673X,Mr.,Gilberto712,Mota271,,,M,white,Other,M,La Paz  Baja California  MX,340 Schulist Trail Unit 58,Alpine,Victoria,Tawonga South,6037.0,3698,-36.722034,147.149468,36038.23,30011.71,41759
2bb95798-e6b2-39c6-9df8-cad151871893,1995-02-05,,999-24-4492,S99936860,X10284714X,Mr.,Alphonso102,Mayert710,,,S,white,Other,M,South Pasadena  California  US,547 Dietrich Harbor Suite 1,Launceston,Victoria,Newstead,6059.0,7250,-41.432254,147.077589,25996.83,51209.62,70680
ba130d62-901f-16b6-3f71-696640c0c24e,2001-04-16,,999-92-7410,S99913008,X43709400X,Mr.,Ricky354,Dach178,,,,white,Other,M,San Francisco  California  US,111 Schumm Lane,Mansfield,Victoria,Howes Creek,6059.0,3723,-36.894465,146.256507,89444.57,662496.58,89284
5c4a5ae5-6572-6ce9-d161-72bb59138349,2023-04-23,,999-88-4493,,,,Myron933,Schaden604,,,,white,Other,M,Blackhawk  California  US,402 Yost Mission Apt 72,Burnie,Victoria,Brooklyn,6111.0,7320,-41.08422,145.862079,2269.6,3246.45,60309
0a2adcd7-def2-9281-e57c-76f21be97187,1997-04-16,,999-13-2713,S99940115,X26653580X,Ms.,Conchita9,Rocha983,,,,white,Other,F,Santiago  Santiago Province  CL,608 Little Divide,Hepburn,Victoria,Lawrence,6037.0,3364,-37.334655,143.907186,177353.8,1572584.51,153523
45780277-6443-2c2f-7341-98f63b3493ce,1945-09-13,2013-03-10,999-94-4314,S99938507,X71248353X,Mr.,Esteban536,Pérez790,,,W,white,Other,M,Puebla  Puebla  MX,951 Pacocha Parade,East Gippsland,Victoria,Lake Tyers Beach,6019.0,3909,-37.821921,147.970237,287729.64,723523.51,115688
9cbacf5b-7d44-0249-df27-9d0d9e3009c9,2002-11-17,,999-58-5989,S99950110,X66984809X,Mr.,Len277,Wilkinson796,,,,native,Aboriginal and Torres Strait Islander,M,Roseville  California  US,330 DuBuque Path,Melville,Victoria,Mount Pleasant,6071.0,6153,-32.024363,115.837525,14432.51,48866.38,39842
d32d5312-7ca7-b56c-1502-b55b322fe141,1965-04-08,,999-22-8608,S99941178,X7510743X,Mr.,Wilber603,Weissnat378,,,M,white,Other,M,Altadena  California  US,508 Turcotte Branch,Loddon,Victoria,Milloo,6037.0,3572,-36.266642,144.257135,126729.05,56346.53,147553
fcbb5c68-3acf-bd15-1c74-c8cc0680e38d,1975-01-16,,999-58-1158,S99926809,X1770719X,Mrs.,Alejandra902,Venegas795,,Ozuna605,M,white,Other,F,Bayamon  Puerto Rico  PR,854 Cummerata Skyway,Frankston,Victoria,Frankston,6065.0,3199,-38.162578,145.135961,681461.55,964105.46,106412
072abe9e-41b5-06ad-0973-65fd03ef7b2e,1949-09-01,,999-13-1628,S99946399,X64145437X,Mrs.,Kayce253,Gleichner915,,Hayes766,M,asian,Other,F,Hawthorne  California  US,1045 Cruickshank Fork Suite 29,Corangamite,Victoria,South Purrumbete,6075.0,3260,-38.209584,143.244766,17003.1,1406476.91,11049
6b9eb99a-e135-72c6-ee3b-fc1445081b5d,2010-02-19,,999-14-3378,,,,Brad867,Stiedemann542,,,,hawaiian,Other,M,Santa Ana  California  US,961 Roob Light,Colac Otway,Victoria,Barramunga,6037.0,3249,-38.388291,143.557159,3872.67,205103.43,35777
0ac6681b-a4c6-acdd-d53f-7cc008bf9df8,2010-05-12,,999-93-8870,,,,Carmen818,Schultz619,,,,white,Other,M,Norwalk  California  US,989 Marvin Bypass Apt 99,East Gippsland,Victoria,Lake Bunga,6085.0,3909,-37.821921,147.970237,2906.36,59966.2,26107
42129bb8-293c-6cc9-e89d-54cffa364567,1943-08-09,,999-74-3930,S99923835,X2564864X,Mr.,Neil122,Marquardt819,,,S,hawaiian,Other,M,Menifee  California  US,1022 Feeney Crossroad,Colac Otway,Victoria,Weeaproinah,6059.0,3237,-38.716838,143.474392,84452.59,333499.8,43974
3c9af47e-df1d-c324-0e18-c21c0b4eeecb,1923-09-02,1995-07-12,999-60-3000,S99930327,X37812570X,Mr.,Alton320,Watsica258,,,M,white,Other,M,Ridgecrest  California  US,251 Krajcik Byway Apt 73,Nillumbik,Victoria,St Andrews,6073.0,3761,-37.585625,145.292381,495586.63,986455.48,49454
acff402e-4d86-4306-e236-2f006a9e9e1f,1993-09-19,,999-55-7760,S99910831,X83735210X,Mrs.,Elvira561,Delvalle807,,Arellano2,M,other,Other,F,Santo Domingo  National District  DO,907 Breitenberg Extension Unit 68,Hepburn,Victoria,Yandoit Hills,6073.0,3461,-37.287848,144.170995,204889.22,401227.52,157826
1b240493-4ac7-24d8-c82f-4a4e138347e4,1978-04-18,1996-12-14,999-74-3739,S99976663,,Ms.,Filomena215,White193,,,,white,Other,F,Los Angeles  California  US,573 Heller Forge,Moyne,Victoria,Morgiana,,3301,-38.118855,142.034141,28560.27,1109805.89,19992
0f528a55-1768-e98f-c963-24b0cc394c80,1953-08-09,,999-86-6300,S99945574,X47246639X,Ms.,Irene779,Marín855,,,S,native,Other,F,Port-au-Prince  Haiti  HT,1060 Glover Landing,Ararat,Victoria,Crowlands,6071.0,3377,-37.231524,142.956916,26424.87,1382666.46,19635
6e4e34b8-d966-4f4b-0c83-22de94229825,1938-06-07,,999-20-3805,S99992296,X70184936X,Mr.,Vaughn909,Romaguera67,,,M,white,Other,M,Santa Cruz  California  US,623 Bruen Port,Barcaldine,Victoria,Dunrobin,6041.0,4728,-22.77109111,146.0994297,121490.77,457524.24,436308
7b348c10-6daa-80a8-9ce8-fff0474692d5,1976-03-21,,999-20-1387,S99989498,X5143343X,Mr.,Agustín529,Berríos934,,,M,white,Other,M,Ponce  Puerto Rico  PR,634 Kirlin Branch Suite 10,Horsham,Victoria,Roses Gap,6065.0,3385,-36.97419597,142.4561838,9061.1,114006.12,10838
264c7fd3-3147-69ef-d58d-b87f6ae586d5,1974-03-25,,999-12-6789,S99979525,X11635968X,Mr.,Jacobo456,Saucedo620,,,M,asian,Other,M,Wesley  Saint Andrew Parish  DM,431 Lynch Dam Suite 27,Greater Bendigo,Victoria,Huntly North,6059.0,3551,-36.78137,144.457937,53553.49,94721.92,27607
fca79867-454b-7896-edef-40f4bcf5f31e,1972-09-30,,999-24-9083,S99944397,X50816503X,Mr.,Guillermo498,Montemayor547,,,M,asian,Other,M,San Juan  Puerto Rico  PR,113 Padberg Ranch,Wellington,Victoria,Worrowing,6077.0,3858,-37.66889173,146.7419767,137609.46,49322.84,61240
8d7a8d8d-fd59-9ff3-d91e-fd5a96fcdda7,1976-05-09,,999-93-4759,S99954904,X2150995X,Mrs.,Christen366,Schneider199,,Paucek755,M,white,Other,F,Los Angeles  California  US,213 Greenholt Pathway Apt 28,Ararat,Victoria,Horsham,,3402,-37.164183,142.666302,391173.01,363942.96,81456
fd978a35-37de-b712-5b58-2944edc8ce61,1985-03-24,,999-31-4538,S99958688,X54803018X,Mr.,Norris589,Sporer811,,,M,white,Other,M,San Jose  California  US,143 VonRueden Course Suite 26,Bass Coast,Victoria,Whitelaw,,3950,-38.435217,145.812945,51362.63,0.0,60915
7c708c4e-750c-b624-95b6-98ac27a8de43,1970-04-02,,999-58-5439,S99921457,X60388813X,Mr.,Joseph689,Hills818,,,S,white,Other,M,Salinas  California  US,846 Lebsack Lock Apt 30,Strathbogie,Victoria,Euroa,6013.0,3666,-36.786777,145.565512,165670.16,168705.85,445989
9088f263-db6c-143d-4ea6-2361a36296d0,1978-04-18,,999-82-7228,S99921682,X53861402X,Mrs.,Vivan376,Ratke343,,Heller342,M,white,Aboriginal and Torres Strait Islander,F,West Rancho Dominguez  California  US,979 Marks Skyway,Wellington,Victoria,Sargood,,3858,-37.58636148,146.7389535,11556.81,396577.33,19992
6d698222-f27d-d13e-fa3d-2f10fc48458f,1945-09-13,,999-48-5260,S99937663,X85290987X,Mr.,Jaime666,Gallegos952,,,M,white,Other,M,Port-au-Prince  Haiti  HT,192 Konopelski Vale Unit 70,Huon Valley,Victoria,Waterloo,6019.0,7109,-43.571087,146.524064,153644.41,134270.67,115688
9b5fcc85-7d42-b672-82c0-95f66749db43,1957-05-13,2021-07-06,999-23-4407,S99954670,X49913528X,Mrs.,Tai836,Kemmer137,,Halvorson124,W,white,Other,F,Lynwood  California  US,939 Raynor Branch,Brisbane,Victoria,Brookfield,6095.0,4069,-27.502784,152.898911,463285.25,350789.94,82198
d08ba0bb-8ba4-05b8-fbcf-556150db5e3b,1974-12-18,,999-26-5639,S99954863,X33474616X,Mrs.,Adelina682,Corwin846,,Rolfson709,D,white,Other,F,Coachella  California  US,270 Herman Brook,Moreland,Victoria,Coburg,6077.0,3058,-37.739901,144.964524,689060.53,253488.23,37694
30719213-7f2e-9407-fedc-10e037ddb87c,1968-01-17,2019-06-18,999-95-9735,S99928930,X41862726X,Mr.,Clarence5,O'Reilly797,,,S,white,Other,M,San Diego  California  US,311 Walker Meadow Suite 8,Banyule,Victoria,Bulleen,6037.0,3105,-37.772477,145.084806,60394.66,32720.09,42056
56c160d8-f262-d31d-8aea-c1437e766bf6,1976-03-01,,999-95-6163,S99996271,X5117354X,Mr.,Charley358,Prosacco716,,,M,white,Other,M,Colton  California  US,149 Berge Frontage road,Ararat,Victoria,Warrak,6073.0,3377,-37.231524,142.956916,129716.27,187621.52,188302
f785b86e-b0ba-0d94-586c-a03b61494a4c,2017-03-06,,999-74-3532,,,,Kelley882,Cartwright189,,,,black,Other,M,Livermore  California  US,415 Walsh Annex Unit 17,Indigo,Victoria,Boralma,6037.0,3682,-36.174271,146.428656,1350.0,32617.22,31022
02dd8cbd-fa79-b528-38ee-5c72aa9e2e27,1923-09-02,1999-06-07,999-63-3550,S99914818,X52261155X,Mr.,Herb645,Hudson301,,,S,white,Other,M,Stockton  California  US,768 Grant Corner Unit 52,East Gippsland,Victoria,Buchan,6073.0,3885,-37.291807,148.118511,275870.94,326354.59,49454
c50bf30a-f23b-845a-8be9-65dbc9b2547e,1973-12-10,,999-93-5715,S99995638,X84013575X,Mrs.,Marta91,Gollum504,,Puente961,W,white,Other,F,Marigot  Saint Andrew Parish  DM,775 White Landing Unit 52,Swan Hill,Victoria,Nyarrin,6085.0,3533,-35.384557,142.839304,130384.14,293995.43,361718
356fa150-18b3-0605-6b24-269a4e533462,1996-02-27,,999-34-9868,S99926256,X16115338X,Mr.,Lucio648,Becker968,,,M,white,Other,M,Costa Mesa  California  US,344 Predovic Quay,Wellington,Victoria,Sarsfield,6059.0,3875,-37.826032,147.63201,65662.95,17199.22,149215
e6bf0400-6250-48e7-0d96-c6ee5ab0a945,2001-12-02,,999-21-5126,S99978014,X39180225X,Mr.,Nolan344,Romaguera67,,,,asian,Aboriginal and Torres Strait Islander,M,Perris  California  US,252 Bosco Well,Port Hedland,Victoria,Redbank,6037.0,6721,-20.710799,118.441716,95847.3,0.0,63738
93752246-a84d-79c4-4262-dacc5daa293b,2014-11-16,,999-41-3348,,,,Normand813,Hintz995,,,,white,Other,M,San Francisco  California  US,360 Schmidt Walk Suite 83,Wangaratta,Victoria,Moyhu,6067.0,3732,-36.686814,146.313751,20987.37,48759.98,567710
c4b65b13-edee-d3d2-3e1d-5a60d99e4bd9,1975-06-12,,999-78-4325,S99912181,X28612913X,Mr.,Preston275,Kiehn525,,,S,black,Other,M,Seaside  California  US,512 Mante Crossroad,Buloke,Victoria,Banyan,6013.0,3485,-35.711533,142.671962,62646.92,33367.64,751628
3f903a9f-3916-4e1e-1324-64529dfc2b64,1964-03-07,,999-84-8996,S99979239,X2185834X,Mr.,Mohammed454,Greenfelder433,,,D,white,Other,M,Los Angeles  California  US,929 Gislason Ramp Suite 5,Swan Hill,Victoria,Ninda,6097.0,3533,-35.384557,142.839304,134533.31,37523.05,98568
2c90667a-028d-2e30-0cc1-7bc71bece436,2010-03-24,,999-40-1719,,,,Emilia403,Calderón210,,,,white,Aboriginal and Torres Strait Islander,F,Puebla  Puebla  MX,459 Bosco Viaduct Suite 15,Warrnambool,Victoria,Nirranda East,6037.0,3268,-38.535802,142.908911,15383.91,8506.31,146604
3d42221b-04f6-c8f1-4cb1-3c7f8349e067,1940-12-17,,999-96-8431,S99949027,X6483285X,Mr.,Emil691,Lindgren255,,,M,asian,Other,M,Sacramento  California  US,1019 Champlin Union,Sorell,Victoria,Runnymede,6113.0,7190,-42.62988,148.091696,288754.78,243431.16,71822
f08c86eb-fe29-3667-45be-2cf61d30b335,1957-05-13,,999-36-3572,S99985638,X18998746X,Mrs.,Kelley882,McKenzie376,,Kling921,M,white,Other,F,Los Angeles  California  US,1075 Douglas Ville Suite 72,Ballarat,Victoria,Nerrina,6095.0,3350,-37.571941,143.864505,212197.29,27907.79,82198
6b61e93c-6074-af50-7ee2-fb59e4a8de54,1964-03-20,,999-29-3053,S99988704,X56774762X,Mrs.,Conchita9,Altamirano540,,Rojas511,D,white,Other,F,Carolina  Puerto Rico  PR,538 Towne Way Apt 50,Frankston,Victoria,Frankston North,,3200,-38.126458,145.157574,108840.65,149067.61,46854
29d182af-9a6e-9559-fdde-21d5e38d82c6,1972-05-08,,999-24-1573,S99998690,X33262142X,Mr.,Rory188,Lang846,,,D,white,Other,M,Baldwin Park  California  US,196 Parisian Annex Suite 82,Towong,Victoria,Tallangatta,6059.0,3700,-36.335898,147.35527,8159.71,271569.77,15262
52312c7d-6124-5aec-86ff-164065027998,1936-03-02,,999-12-8173,S99930249,X62923379X,Mr.,Robert854,Waters156,,,D,white,Other,M,Thousand Oaks  California  US,797 Gulgowski Center Suite 93,South Gippsland,Victoria,Wooreen,6023.0,3953,-38.40506851,146.0204631,992875.33,1273211.45,67493
ab8b9298-bc91-093d-60cb-14a6798ab620,1987-05-10,,999-91-1710,S99956937,X33764942X,Mr.,Claudio955,Blanco851,,,S,white,Other,M,Lima  Lima Province  PE,186 Daugherty Path,South Gippsland,Victoria,Allambee South,6073.0,3871,-38.42207,146.158866,39834.74,1078978.02,26041
be92a165-a287-4b75-ff59-86bdd6588e80,1988-04-07,,999-34-2579,S99946634,X65344710X,Mr.,Richie600,Wilderman619,,,M,other,Other,M,San Diego  California  US,319 Tromp Rest,Whittlesea,Victoria,Humevale,6073.0,3757,-37.469784,145.182221,31044.41,72978.47,60468
d252cfc6-40d1-3ebd-03a7-f322afbe5c30,1974-10-03,,999-57-4841,S99924365,X23960260X,Mrs.,Cheryll577,Rempel203,,Kunde533,D,other,Aboriginal and Torres Strait Islander,F,Fontana  California  US,639 Bogan Bay Unit 49,Launceston,Victoria,Riverside,6099.0,7250,-41.432254,147.077589,195022.0,1557774.0,25164
58193b1b-fbfc-30fa-1be2-06be75a7e1ee,2010-07-14,,999-90-8536,,,,Dewitt635,Bartoletti50,,,,white,Other,M,Watsonville  California  US,586 Hegmann Mission,Mackay,Victoria,Epsom,6037.0,4741,-20.808597,149.271699,23301.1,4061.91,104238
